Filename,OCR System,CER,WER,Char Insertions,Char Deletions,Char Substitutions,Word Insertions,Word Deletions,Word Substitutions,Total Chars,Total Words,Significant Word Accuracy,Total Significant Words,Significant Word Errors,Capitalized Word Accuracy,Total Capitalized Words,Capitalized Word Errors,Number Group Accuracy,Total Number Groups,Number Group Errors,BLEU Score,Document Year,Age Group
Walwyn - 1646 - A word in season to all sorts of wel minded people in this miserably distracted and distempered nat_page_5_page_001.md,Kraken,0.157233,0.249395,162,172,41,22,28,53,2385,413,0.576355,203,86,0.333333,33,22,0.666667,3,1,0,1646,1625-1649
"Ingram - 1744 - An essay, on the nature, cause, and seat of dysentery's, in a letter to Dr. Henry Warren of Barbados_page_35_page_001.md",Tesseract,0.075034,0.25,7,12,36,2,0,31,733,132,0.508197,61,30,0.565217,23,10,1,1,0,0,1744,1725-1749
Windham - 1804 - Facts better than arguments_page_99_page_001.md,EasyOCR,0.081169,0.25,42,30,28,8,5,38,1232,204,0.60396,101,40,0.5,6,3,-2,1,3,0,1804,1800-1824
"Anonymous - 1680 - The Interest of the three kingdoms, with respect to the business of the black box, and all the other_page_10.md",DeepSeek,0.117813,0.25,188,182,130,37,32,122,4244,764,0.554598,348,155,0.587209,172,71,0.25,4,3,0,1680,1675-1699
Barham - 1717 - A letter of that curious Naturalist Mr Henry Barham_page_1_page_001.md,Tesseract,0.058473,0.252396,11,16,71,7,5,67,1676,313,0.54902,153,69,0.542857,70,32,0,3,3,0,1717,1700-1724
Anonymous - 1789 - Notes on the two reports from the committee of the honourable house of assembly of Jamaica_page_32.md,OlmOCRv2,0.054962,0.253112,7,64,1,0,38,23,1310,241,0.775862,116,26,0.821429,28,5,0.75,12,3,0,1789,1775-1799
Anonymous - 1757 - The Jamaica Association Develop'd_page_14.md,DeepSeek,0.053223,0.253333,7,23,41,4,9,44,1334,225,0.52381,105,50,0.588235,51,21,0,1,1,0,1757,1750-1774
Hughes - 1750 - The Natural History of Barbados in Ten Books_page_211_page_001.md,Tesseract,0.060743,0.257485,40,17,64,17,2,67,1992,334,0.604396,182,72,0.662651,83,28,-2,1,3,0,1750,1750-1774
Priestley - 1788 - A sermon on the subject of the slave trade_page_29_page_001.md,EasyOCR,0.075117,0.259459,21,19,40,5,3,40,1065,185,0.56383,94,41,0.285714,7,5,-3,1,4,0,1788,1775-1799
Anonymous - 1710 - Whereas the Queen has been pleased to direct_page_1.md,OlmOCRv2,0.163745,0.261097,71,206,106,16,42,42,2339,383,0.65,200,70,0.685714,140,44,0.2,10,8,0,1710,1700-1724
"Kent - 1687 - A choice manual, or Rare secrets in physick and chirurgery collected, & practised by the Right Hono_page_106_page_001.md",Kraken,0.165733,0.265372,132,121,43,21,18,43,1786,309,0.54321,162,74,0.326087,46,31,0.333333,6,4,0,1687,1675-1699
Anonymous - 1693 - [A bond given to the captain of every ship by the seamen]_page_1.md,DeepSeek,0.108652,0.265675,90,338,166,28,58,164,5467,941,0.532438,447,209,0.592157,255,104,0,2,2,0,1693,1675-1699
Hayne - 1685 - An abstract of all the statutes made concerning aliens trading in England from the first-year of K._page_12_page_001.md,Tesseract,0.071115,0.266321,77,97,199,19,33,205,5245,965,0.576446,484,205,0.644898,245,87,0.111111,9,8,0,1685,1675-1699
Young - 1807 - The West-India Common-place Book_page_149_page_001.md,EasyOCR,0.073876,0.267081,30,15,24,4,5,34,934,161,0.663866,119,40,0.625,32,12,0.734375,64,17,0,1807,1800-1824
"Vaughan - 1612 - Approved directions for health, both naturall and artificiall deriued from the best physitians as we_page_41.md",DeepSeek,0.118652,0.268421,10,165,82,4,26,72,2166,380,0.596491,228,92,0.526316,38,18,0.2,5,4,0,1612,1600-1624
"Anonymous - 1695 - Reasons humbly offer'd, why a duty should not be laid on sugars_page_2_page_001.md",Tesseract,0.070918,0.270545,31,94,292,12,23,258,5880,1083,0.489919,496,253,0.612766,235,91,-0.166667,6,7,0,1695,1675-1699
"Fawconer - 1774 - The Sporting Calendar, containing an account of the plates, matches, andf sweepstakes_page_182.md",DeepSeek,0.064516,0.273859,3,32,47,0,19,47,1271,241,0.702128,188,56,0.794872,78,16,0.898305,59,6,0,1774,1750-1774
Anonymous - 1732 - Some considerations touching the sugar colonies_page_1_page_001.md,EasyOCR,0.098443,0.273936,65,57,74,14,12,77,1991,376,0.559322,177,78,0.586667,75,31,-0.666667,3,5,0,1732,1725-1749
Anonymous - 1757 - The Jamaica Association Develop'd_page_14_page_001.md,Tesseract,0.050975,0.275556,11,3,54,4,2,56,1334,225,0.485714,105,54,0.568627,51,22,0,1,1,0,1757,1750-1774
Anonymous - 1746 - An essay concerning slavery and the danger Jamaica is expos'd too from the too great number of slaves_page_41_page_001.md,Tesseract,0.062063,0.275701,27,5,39,6,3,50,1144,214,0.53271,107,50,0.744186,43,11,1,2,0,0,1746,1725-1749
"Stow - 1633 - The survey of London containing the original, increase, modern estate and government of that city, m_page_250.md",OlmOCRv2,0.146133,0.276324,24,1170,157,1,246,186,9245,1567,0.609081,903,353,0.612981,416,161,0.75,16,4,0,1633,1625-1649
Anonymous - 1693 - [A bond given to the captain of every ship by the seamen]_page_1_page_001.md,Tesseract,0.060179,0.277365,79,36,214,23,21,217,5467,941,0.50783,447,220,0.686275,255,80,-1,2,4,0,1693,1675-1699
"Ingram - 1744 - An essay, on the nature, cause, and seat of dysentery's, in a letter to Dr. Henry Warren of Barbados_page_35_page_001.md",EasyOCR,0.121419,0.280303,29,30,30,5,6,26,733,132,0.491803,61,31,0.391304,23,14,0,1,1,0,1744,1725-1749
Norwood - 1753 - An account of some particulars_page_1_page_001.md,Tesseract,0.062982,0.28401,6,32,109,1,11,107,2334,419,0.488263,213,109,0.525,40,19,0.818182,11,2,0,1753,1750-1774
Anonymous - 1766 - The privileges of the island of jamaica vindicated_page_64_page_001.md,Tesseract,0.084781,0.285714,35,8,79,11,3,62,1439,266,0.487805,123,63,0.785714,14,3,0,2,2,0,1766,1750-1774
Anonymous - 1789 - Notes on the two reports from the committee of the honourable house of assembly of Jamaica_page_32_page_001.md,Kraken,0.098473,0.286307,60,48,21,17,24,28,1310,241,0.62069,116,44,0.821429,28,5,-1.333333,12,28,0,1789,1775-1799
Ogilby - 1671 - America_page_399_page_001.md,Tesseract,0.083746,0.288835,41,52,110,8,12,99,2424,412,0.511211,223,109,0.557143,70,31,0.666667,3,1,0,1671,1650-1674
Moseley and Moseley - 1799 - A treatise on sugar_page_103_page_001.md,Tesseract,0.063021,0.289474,12,0,56,7,0,48,1079,190,0.587719,114,47,0.5,14,7,0.8,5,1,0,1799,1775-1799
"Williams - 1750 - An essay on the bilious, or yellow fever of jamaica_page_28_page_001.md",Tesseract,0.084016,0.289474,20,47,56,12,9,56,1464,266,0.515385,130,63,0.490196,51,26,-1,1,2,0,1750,1750-1774
Cotton - 1614 - Gods promise to his plantation_page_14_page_001.md,Tesseract,0.068801,0.289963,12,37,52,5,20,53,1468,269,0.574468,141,60,0.56,25,11,0.25,8,6,0,1614,1600-1624
Thomas - 1800 - Different plans for improving the Habour of Bristol_page_27_page_001.md,EasyOCR,0.170465,0.290323,95,77,15,22,13,28,1097,217,0.450549,91,50,0.571429,21,9,-0.75,4,7,0,1800,1800-1824
Anonymous - 1716 - A True Account of the late pyracies of Jamaica_page_19_page_001.md,Kraken,0.083411,0.292683,21,17,51,2,9,49,1067,205,0.450549,91,50,0.555556,45,20,0.5,4,2,0,1716,1700-1724
Anonymous - 1726 - The State of the Island of Jamaica_page_41_page_001.md,Kraken,0.148806,0.293706,88,14,141,20,5,59,1633,286,0.555556,153,68,0.705128,78,23,-0.25,4,5,0,1726,1725-1749
"Anonymous - 1693 - The truest and largest account of the late earthquake in Jamaica, June the 7th. 1692. written by a r_page_10_page_001.md",Kraken,0.154567,0.295105,228,244,105,58,79,74,3733,715,0.639871,311,112,0.779817,109,24,-4,9,45,0,1693,1675-1699
Purchas - 1614 - Purchas his pilgrimage_page_484.md,DeepSeek,0.135331,0.295724,18,431,206,1,86,162,4840,842,0.52765,434,205,0.415584,77,45,0.125,8,7,0,1614,1600-1624
Anonymous - 1682 - A letter from Jamaica to a friend in London concerning kid-napping_page_1_page_001.md,Tesseract,0.10295,0.29595,133,50,166,38,11,141,3390,642,0.476974,304,159,0.588608,158,65,0.071429,14,13,0,1682,1675-1699
Anonymous - 1704 - Female Policy Detected_page_73_page_001.md,Tesseract,0.072973,0.296552,23,13,72,12,5,69,1480,290,0.507143,140,69,0.684211,57,18,-4,1,5,0,1704,1700-1724
Anonymous - 1700 - Directions for Sugar Plums_page_1_page_001.md,Kraken,0.09655,0.298529,135,54,158,33,21,149,3594,680,0.514986,367,178,0.583916,286,119,0.176471,17,14,0,1700,1700-1724
Starkey - 1658 - Natures explication and Helmont's vindication. Or A short and sure way to a long and sound life bei_page_101.md,DeepSeek,0.132894,0.298742,17,151,74,2,24,69,1821,318,0.508571,175,86,0.507692,65,32,0,3,3,0,1658,1650-1674
"Long - 1774 - The history of Jamaica, or, general survey of the antient and modern state of that island_page_1_page_001.md",Tesseract,0.065585,0.301255,24,16,146,4,11,129,2836,478,0.435556,225,127,-0.333333,6,8,-0.25,4,5,0,1774,1750-1774
Anonymous - 1677 - The Case of His Majesties Plantations_page_3_page_001.md,Tesseract,0.077862,0.302251,75,10,49,29,7,58,1721,311,0.535484,155,72,0.641026,78,28,0.333333,6,4,0,1677,1675-1699
Anonymous - 1744 - Reasons against the bill now depending in parliament intitled a bill for inlarging and regulating the trade to the levant seas_page_6_page_001.md,Tesseract,0.07906,0.304837,90,89,208,21,30,220,4895,889,0.365714,350,222,0.49162,179,91,0,1,1,0,1744,1725-1749
Anonymous - 1753 - An accurate description of the cacao-tree_page_2_page_001.md,Tesseract,0.062005,0.306954,13,34,86,3,26,99,2145,417,0.478947,190,99,0.578947,38,16,0.928571,14,1,0,1753,1750-1774
Bishop - 1766 - Instructions and observations relative to the navigation of the windward and gulph passages_page_74_page_001.md,EasyOCR,0.150038,0.3083,82,72,43,19,12,47,1313,253,0.460938,128,69,0.435484,62,35,0.4,5,3,0,1766,1750-1774
Anonymous - 1692 - A brief but most true relation of the late barbarous and bloody plot of the negro's in the island of Barbados_page_1_page_001.md,Tesseract,0.099256,0.313725,25,18,37,6,6,36,806,153,0.34375,64,42,0.451613,31,17,0.2,5,4,0,1692,1675-1699
"Anonymous - 1743 - Acts of Assembly passed in the Island of Jamaica from 1681, to 1737, inclusive_page_118_page_001.md",Tesseract,0.139263,0.316764,352,257,188,93,49,183,5723,1026,0.486922,497,255,0.643098,297,106,-1,2,4,0,1743,1725-1749
Gisborne - 1792 - On slavery and the slave trade_page_1_page_001.md,Tesseract,0.072564,0.316794,21,6,78,2,6,75,1447,262,0.350427,117,76,0.166667,6,5,1,1,0,0,1792,1775-1799
"Sheffeild - 1650 - A good conscience the strongest hold. A treatise of conscience, handling the nature acts offices use_page_109.md",OlmOCRv1,0.272292,0.317406,265,620,25,40,104,42,3342,586,0.486239,327,168,0.479452,73,38,0.133333,15,13,0,1650,1650-1674
"Cary - 1695 - An essay on the state of England in relation to its trade, its poor, and its taxes, for carrying on_page_51_page_001.md",Tesseract,0.0972,0.320628,28,45,170,8,7,128,2500,446,0.457944,214,116,0.5375,80,37,-1,3,6,0,1695,1675-1699
Anonymous - 1792 - Plain man's thoughts on the present price of sugar_page_15_page_001.md,EasyOCR,0.148872,0.321739,67,78,53,13,13,48,1330,230,0.396396,111,67,0.666667,9,3,0.5,2,1,0,1792,1775-1799
Young - 1807 - The West-India Common-place Book_page_149_page_001.md,Tesseract,0.088865,0.322981,42,36,5,2,7,43,934,161,0.571429,119,51,0.75,32,8,0.875,64,8,0,1807,1800-1824
Child - 1690 - A discourse about trade_page_175_page_001.md,Tesseract,0.092857,0.325,7,5,92,2,0,63,1120,200,0.307692,91,63,0.333333,42,28,0.4,5,3,0,1690,1675-1699
Anonymous - 1731 - The Case of the British Sugar-Colonies_page_2_page_001.md,Kraken,0.207175,0.326203,153,548,223,29,85,130,4460,748,0.508242,364,179,0.535885,209,97,0,3,3,0,1731,1725-1749
Purchas - 1614 - Purchas his pilgrimage_page_484_page_001.md,Kraken,0.134504,0.326603,132,288,231,23,60,192,4840,842,0.490783,434,221,0.285714,77,55,0.25,8,6,0,1614,1600-1624
Wright - 1777 - Description of the Jesuits bark tree of Jamaica and the Caribbes_page_3_page_001.md,Tesseract,0.065722,0.337079,4,0,47,0,0,30,776,89,0.655172,87,30,0.541667,24,11,1,2,0,0,1777,1775-1799
Feltham - 1803 - A popular view of the structure and economy of the human body_page_230.md,DeepSeek,0.339864,0.338843,1,450,0,0,77,5,1327,242,0.608333,120,47,0.166667,6,5,0.777778,9,2,0,1803,1800-1824
Anonymous - 1710 - Whereas the Queen has been pleased to direct_page_1_page_001.md,EasyOCR,0.142796,0.339426,73,142,119,15,29,86,2339,383,0.455,200,109,0.528571,140,66,0.3,10,7,0,1710,1700-1724
Anonymous - 1766 - The privileges of the island of jamaica vindicated_page_64_page_001.md,EasyOCR,0.123697,0.342105,56,51,71,18,7,66,1439,266,0.414634,123,72,0.285714,14,10,-1,2,4,0,1766,1750-1774
Anonymous - 1757 - The Jamaica Association Develop'd_page_14_page_001.md,EasyOCR,0.103448,0.342222,44,37,57,11,6,60,1334,225,0.4,105,63,0.45098,51,28,-2,1,3,0,1757,1750-1774
"Anonymous and Kilkenny - 1643 - Orders establisht in the popish generall assembly, held (under the specious pretence of supreme auth_page_5_page_001.md",Tesseract,0.118718,0.342857,130,145,188,18,43,167,3900,665,0.403077,325,194,0.455446,101,55,0.6,10,4,0,1643,1625-1649
"Anonymous - 1660 - By the merchants owners of ships and mariners, trading to His Majesties sugar-plantations_page_2_page_001.md",Tesseract,0.149549,0.34321,80,115,153,18,20,101,2327,405,0.43578,218,123,0.383178,107,66,-1,1,2,0,1660,1650-1674
Hickeringill - 1705 - Jamaica Viewed_page_28_page_001.md,Tesseract,0.101176,0.34375,16,40,73,4,7,66,1275,224,0.434783,115,65,0.553571,56,25,1,2,0,0,1705,1700-1724
"Fawconer - 1774 - The Sporting Calendar, containing an account of the plates, matches, andf sweepstakes_page_182_page_001.md",Kraken,0.088906,0.344398,21,21,71,4,18,61,1271,241,0.62234,188,71,0.653846,78,27,0.627119,59,22,0,1774,1750-1774
Dirom - 1783 - Thoughts on the state of the militia of jamaica_page_20_page_001.md,Tesseract,0.078462,0.345133,21,1,29,8,1,30,650,113,0.369565,46,29,0.653846,26,9,0,1,1,0,1783,1775-1799
"Anonymous - 1712 - Some considerations humbly offered, against Granting the Sole TRade to Guiny from cape blanco to cape lopez_page_1_page_001.md",Tesseract,0.109713,0.349085,108,116,177,28,33,168,3655,656,0.41,300,177,0.488372,172,88,0.166667,6,5,0,1712,1700-1724
"Sheffeild - 1650 - A good conscience the strongest hold. A treatise of conscience, handling the nature acts offices use_page_109_page_001.md",Kraken,0.306403,0.349829,463,496,65,68,85,52,3342,586,0.428135,327,187,0.315068,73,50,0.533333,15,7,0,1650,1650-1674
Anonymous - 1740 - A letter from a gentleman at barbados to his friend now in London_page_25_page_001.md,EasyOCR,0.170973,0.351931,87,77,61,20,12,50,1316,233,0.36036,111,71,0.553191,47,21,0.333333,3,2,0,1740,1725-1749
"Anonymous - 1693 - The truest and largest account of the late earthquake in Jamaica, June the 7th. 1692. written by a r_page_10.md",DeepSeek,0.093758,0.352448,29,185,136,4,69,179,3733,715,0.430868,311,177,0.559633,109,48,0.555556,9,4,0,1693,1675-1699
Anonymous - 1752 - The art of making sugar_page_1_page_001.md,Tesseract,0.112782,0.355263,19,140,141,9,20,133,2660,456,0.439834,241,135,0.357143,14,9,-1,3,6,0,1752,1750-1774
"Anonymous - 1743 - Acts of Assembly passed in the Island of Jamaica from 1681, to 1737, inclusive_page_118.md",DeepSeek,0.215446,0.360624,750,338,145,137,78,155,5723,1026,0.454728,497,271,0.585859,297,123,0,2,2,0,1743,1725-1749
Anonymous - 1721 - The unhappy voyage_page_1_page_001.md,Tesseract,0.141785,0.360825,335,125,296,83,19,248,5332,970,0.468872,514,273,0.549645,282,127,-1.2,5,11,0,1721,1700-1724
Starkey - 1658 - Natures explication and Helmont's vindication. Or A short and sure way to a long and sound life bei_page_101_page_001.md,Kraken,0.178473,0.361635,126,120,79,21,22,72,1821,318,0.422857,175,101,0.4,65,39,0,3,3,0,1658,1650-1674
Hamilton - 1718 - An answer to an Anonymous Libel_page_48_page_001.md,EasyOCR,0.166949,0.362385,62,65,70,13,12,54,1180,218,0.297872,94,66,0.452381,42,23,-2,1,3,0,1718,1700-1724
Dirom - 1783 - Thoughts on the state of the militia of jamaica_page_20_page_001.md,EasyOCR,0.132308,0.362832,39,23,24,11,5,25,650,113,0.282609,46,33,0.461538,26,14,-3,1,4,0,1783,1775-1799
"Anonymous - 1693 - The truest and largest account of the late earthquake in Jamaica, June the 7th. 1692. written by a r_page_10_page_001.md",Tesseract,0.105277,0.363636,77,109,207,11,58,191,3733,715,0.437299,311,175,0.541284,109,50,0.777778,9,2,0,1693,1675-1699
Anonymous - 1728 - Some observations on the Assiento Trade_page_22_page_001.md,Tesseract,0.106436,0.364903,51,47,117,9,7,115,2020,359,0.294479,163,115,0.4625,80,43,0,3,3,0,1728,1725-1749
F. M. - 1634 - Wits Common Wealth The Second Part_page_198_page_001.md,Kraken,0.178187,0.365169,124,146,78,16,34,80,1953,356,0.442105,190,106,0.25,40,30,0.375,8,5,0,1634,1625-1649
"Robertson - 1736 - The speech of Mr John Talbot Campo-bell, a free christian negro to his countrymen in the mountains of jamaica_page_47_page_001.md",EasyOCR,0.164786,0.368,99,62,58,27,8,57,1329,250,0.256881,109,81,0.512821,39,19,-3,2,8,0,1736,1725-1749
"Stow - 1633 - The survey of London containing the original, increase, modern estate and government of that city, m_page_250.md",DeepSeek,0.205084,0.36822,433,944,519,70,154,353,9245,1567,0.466224,903,482,0.442308,416,232,0.4375,16,9,0,1633,1625-1649
Anonymous - 1700 - An enquiry into the causes of the miscarriage of the scots colony at darien_page_31_page_001.md,Tesseract,0.10424,0.375185,63,75,248,9,24,221,3703,677,0.310127,316,218,0.433824,136,77,0.411765,17,10,0,1700,1700-1724
Ligon - 1657 - A True and Exact history of the island of barbados_page_47_page_001.md,Tesseract,0.096593,0.375987,85,101,140,27,55,156,3375,633,0.405498,291,173,0.425926,54,31,-3,2,8,0,1657,1650-1674
Anonymous - 1700 - The English acquisitions in Guinea and East-India_page_50_page_001.md,Tesseract,0.145297,0.376891,249,116,205,55,31,188,3923,727,0.366667,330,209,0.285714,63,45,-4,2,10,0,1700,1700-1724
"Davison - 1621 - Dauisons poems, or, A poeticall rapsodie Deuided into sixe bookes. The first, contayning poems and d_page_73.md",DeepSeek,0.153473,0.378307,16,200,100,2,30,111,2059,378,0.427273,220,126,0.222222,36,28,0,3,3,0,1621,1600-1624
Anonymous - 1764 - Astronomical Observations Made at the Island of Barbados; At Willoughby Fort_page_1_page_001.md,EasyOCR,0.157729,0.378947,75,101,74,14,12,82,1585,285,0.423313,163,94,0.385965,57,35,0.842105,19,3,0,1764,1750-1774
Anonymous - 1744 - Reasons against the bill now depending in parliament intitled a bill for inlarging and regulating the trade to the levant seas_page_6_page_001.md,EasyOCR,0.157303,0.379078,288,264,218,67,45,225,4895,889,0.3,350,245,0.357542,179,115,-8,1,9,0,1744,1725-1749
"Mullinax - 1660 - Symplegades antrum, or the rumpant story impartially relating their tyrannical dealings, and clymacterial downfall_page_16.md",DeepSeek,0.179346,0.385214,336,38,147,64,8,126,2905,514,0.437063,286,161,0.548077,104,47,0,3,3,0,1660,1650-1674
Anonymous - 1692 - A brief but most true relation of the late barbarous and bloody plot of the negro's in the island of Barbados_page_1_page_001.md,EasyOCR,0.110422,0.385621,14,38,37,3,9,47,806,153,0.25,64,48,0.354839,31,20,0.4,5,3,0,1692,1675-1699
Anonymous - 1731 - The Case of the British Sugar-Colonies_page_2_page_001.md,Tesseract,0.173318,0.386364,165,338,270,26,42,221,4460,748,0.32967,364,244,0.416268,209,122,-0.666667,3,5,0,1731,1725-1749
"Anonymous - 1768 - An act for vesting the settled estate of william nedham, esquire, in the island of Jamaica, in trustees for the purposes therein mentioned_page_7_page_001.md",EasyOCR,0.147443,0.388027,140,134,121,30,26,119,2679,451,0.359307,231,148,0.442857,140,78,-2,1,3,0,1768,1750-1774
Leslie - 1740 - A new and exact account of Jamaica_page_184_page_001.md,EasyOCR,0.209188,0.393939,118,79,58,23,13,55,1219,231,0.26087,115,85,0.338462,65,43,-0.4,5,7,0,1740,1725-1749
Moseley and Moseley - 1799 - A treatise on sugar_page_103_page_001.md,EasyOCR,0.185357,0.394737,71,72,57,14,10,51,1079,190,0.464912,114,61,0.571429,14,6,0,5,5,0,1799,1775-1799
Harris - 1691 - Remarks on the affairs and trade of England and Ireland_page_45_page_001.md,Tesseract,0.126815,0.398422,221,11,126,58,19,125,2823,507,0.288793,232,165,0.543689,103,47,-0.166667,6,7,0,1691,1675-1699
F. M. - 1634 - Wits Common Wealth The Second Part_page_198.md,DeepSeek,0.143369,0.398876,12,173,95,7,39,96,1953,356,0.405263,190,113,0.275,40,29,0.5,8,4,0,1634,1625-1649
Janssen - 1713 - General Maxims in Trade_page_26_page_001.md,EasyOCR,0.191781,0.399281,136,102,42,27,22,62,1460,278,0.330579,121,81,0.557692,52,23,-1,1,2,0,1713,1700-1724
"Sheffeild - 1650 - A good conscience the strongest hold. A treatise of conscience, handling the nature acts offices use_page_109.md",DeepSeek,0.3076,0.40273,275,627,126,44,99,93,3342,586,0.345566,327,214,0.246575,73,55,0.533333,15,7,0,1650,1650-1674
"Williams - 1750 - An essay on the bilious, or yellow fever of jamaica_page_28_page_001.md",EasyOCR,0.159153,0.406015,57,65,111,16,13,79,1464,266,0.307692,130,90,0.392157,51,31,-5,1,6,0,1750,1750-1774
Leslie - 1740 - A new and exact account of Jamaica_page_184_page_001.md,Tesseract,0.135357,0.406926,90,20,55,27,8,59,1219,231,0.365217,115,73,0.630769,65,24,0.2,5,4,0,1740,1725-1749
Tryon - 1684 - Friendly advice to the gentle-man planters of the east and west indies_page_112_page_001.md,Tesseract,0.090323,0.406977,17,9,58,2,7,61,930,172,0.337209,86,57,0.46875,32,17,1,1,0,0,1684,1675-1699
Prinsep - 1792 - The right in the West-India merchants to a double monopoly of the sugar market of Great Britain_page_1_page_001.md,EasyOCR,0.188462,0.409574,73,81,42,14,18,45,1040,188,0.404255,94,56,0.5,8,4,-0.2,5,6,0,1792,1775-1799
Anonymous - 1800 - Cushoo A dialogue between a negro and an english gentleman_page_7_page_001.md,EasyOCR,0.285339,0.409836,193,197,44,37,34,54,1521,305,0.45,180,99,0.489362,47,24,-4,1,5,0,1800,1800-1824
Anonymous - 1789 - Notes on the two reports from the committee of the honourable house of assembly of Jamaica_page_32_page_001.md,Tesseract,0.107634,0.410788,43,46,52,16,20,63,1310,241,0.551724,116,52,0.857143,28,4,0.666667,12,4,0,1789,1775-1799
Baker - 1775 - An essay on the art of making Moscavado sugar wherein a new process is proposed_page_1_page_001.md,EasyOCR,0.16208,0.413462,61,66,138,10,10,109,1635,312,0.19863,146,117,0.428571,70,40,-0.4,5,7,0,1775,1775-1799
Cowley - 1739 - A description of the windward passage and gulf of florida_page_21_page_001.md,EasyOCR,0.206544,0.414449,124,116,63,29,16,64,1467,263,0.216667,120,94,0.232143,56,43,-4,1,5,0,1739,1725-1749
Fox - 1800 - An address to the people of Great Britain on the propriety of abstaining from West India Sugar and Rum_page_5_page_001.md,Tesseract,0.147975,0.414634,288,39,148,74,27,137,3210,574,0.313208,265,182,0.105263,19,17,-0.666667,3,5,0,1800,1800-1824
"Mullinax - 1660 - Symplegades antrum, or the rumpant story impartially relating their tyrannical dealings, and clymacterial downfall_page_16_page_001.md",Tesseract,0.090534,0.420233,72,31,160,18,30,168,2905,514,0.423077,286,165,0.576923,104,44,0,3,3,0,1660,1650-1674
Anonymous - 1746 - An essay concerning slavery and the danger Jamaica is expos'd too from the too great number of slaves_page_41_page_001.md,EasyOCR,0.256993,0.420561,126,131,37,24,26,40,1144,214,0.317757,107,73,0.604651,43,17,-0.5,2,3,0,1746,1725-1749
Janssen - 1713 - General Maxims in Trade_page_26_page_001.md,Tesseract,0.1,0.42446,60,14,72,5,28,85,1460,278,0.297521,121,85,0.692308,52,16,-3,1,4,0,1713,1700-1724
Hughes - 1750 - The Natural History of Barbados in Ten Books_page_211_page_001.md,EasyOCR,0.215361,0.42515,181,167,81,35,21,86,1992,334,0.32967,182,122,0.313253,83,57,-1,1,2,0,1750,1750-1774
"Anonymous - 1680 - The Interest of the three kingdoms, with respect to the business of the black box, and all the other_page_10_page_001.md",Tesseract,0.166117,0.431937,171,247,287,36,48,246,4244,764,0.264368,348,256,0.25,172,129,-0.75,4,7,0,1680,1675-1699
Anonymous - 1768 - Letters from a farmer in pennsylvania_page_74_page_001.md,Tesseract,0.166213,0.434028,47,66,131,7,13,105,1468,288,0.340741,135,89,0.25,4,3,-1,1,2,0,1768,1750-1774
Anonymous - 1768 - Letters from a farmer in pennsylvania_page_74_page_001.md,EasyOCR,0.218665,0.434028,137,109,75,29,17,79,1468,288,0.311111,135,93,-2.25,4,13,-12,1,13,0,1768,1750-1774
Purchas - 1614 - Purchas his pilgrimage_page_484_page_001.md,Tesseract,0.156198,0.434679,154,352,250,27,101,238,4840,842,0.359447,434,278,0.298701,77,54,0.125,8,7,0,1614,1600-1624
Anonymous - 1800 - Cushoo A dialogue between a negro and an english gentleman_page_7_page_001.md,Tesseract,0.184089,0.436066,215,16,49,52,8,73,1521,305,0.45,180,99,0.382979,47,29,-6,1,7,0,1800,1800-1824
"Edwards - 1798 - The history, civil and commercial, of the British colonies in the West Indies_page_211_page_001.md",EasyOCR,0.20142,0.4375,227,18,67,57,2,60,1549,272,0.168,125,104,0,13,13,-5,2,12,0,1798,1775-1799
Anonymous - 1677 - The Case of His Majesties Plantations_page_3_page_001.md,EasyOCR,0.161534,0.440514,88,97,93,22,23,92,1721,311,0.329032,155,104,0.487179,78,40,-0.333333,6,8,0,1677,1675-1699
"Stubbe - 1662 - The Indian Nectar, or a discourse concerning chocolata_page_105_page_001.md",Tesseract,0.114365,0.442804,33,49,82,7,23,90,1434,271,0.477157,197,103,-0.272727,11,14,-0.5,2,3,0,1662,1650-1674
Banks - 1699 - The unhappy favourite_page_37_page_001.md,Tesseract,0.140394,0.44359,83,50,152,15,24,134,2030,390,0.284974,193,138,0.54321,81,37,-7,1,8,0,1699,1675-1699
Young - 1807 - The West-India Common-place Book_page_149_page_001.md,Kraken,0.316916,0.447205,36,37,223,1,5,66,934,161,0.411765,119,70,0.78125,32,7,0.09375,64,58,0,1807,1800-1824
"Worthington - 1620 - The ground of a Christians life Deliuered in a sermon at Harwood in Lancashire, the first day of Dec_page_22_page_001.md",Kraken,0.183497,0.45,130,141,196,22,33,152,2545,460,0.240506,237,180,0.483871,31,16,0.444444,9,5,0,1620,1600-1624
Anonymous - 1792 - Bristol an abstract of the city charter_page_32_page_001.md,EasyOCR,0.280669,0.452261,121,134,47,21,23,46,1076,199,0.26087,92,68,0.321429,28,19,-2,1,3,0,1792,1775-1799
Burroughs - 1659 - Rich Newes from Jamaica_page_4_page_001.md,Kraken,0.217478,0.454023,15,134,70,1,22,56,1007,174,0.340659,91,60,0.484848,33,17,-1,1,2,0,1659,1650-1674
Anonymous - 1726 - The State of the Island of Jamaica_page_41.md,DeepSeek,0.376607,0.454545,546,45,24,91,10,29,1633,286,0.522876,153,73,0.589744,78,32,0.25,4,3,0,1726,1725-1749
